atID,logFC,P-value,FDR,type,key
AT1G50900,-1.46,0.000210463,0.00109488,+Al/+Pi_pH6_wild-type,stop1
AT1G55640,-1.46,0.011597037,0.035732922,+Al/+Pi_pH6_wild-type,stop1
AT5G14110,-1.46,0.013555924,0.040767448,+Al/+Pi_pH6_wild-type,stop1
AT1G80240,-1.46,6.06906E-12,1.14389E-10,+Al/+Pi_pH6_wild-type,stop1
AT1G79040,-1.46,0.000866184,0.003834913,+Al/+Pi_pH6_wild-type,stop1
AT2G37540,-1.46,2.38418E-07,2.28904E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G17070,-1.47,6.73428E-07,5.91056E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G34470,-1.47,1.60619E-19,7.87689E-18,+Al/+Pi_pH6_wild-type,stop1
AT4G13890,-1.47,5.2316E-07,4.68827E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G02610,-1.47,3.92004E-09,4.94539E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G65486,-1.48,0.004448507,0.015946007,+Al/+Pi_pH6_wild-type,stop1
AT1G21530,-1.48,0.001063738,0.004606829,+Al/+Pi_pH6_wild-type,stop1
AT1G05894,-1.48,0.012479456,0.038050525,+Al/+Pi_pH6_wild-type,stop1
AT1G27020,-1.48,5.73598E-10,8.20859E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G49800,-1.48,1.29221E-07,1.29728E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G56220,-1.48,7.6584E-09,9.27809E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G16690,-1.48,4.6461E-07,4.20783E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G13610,-1.48,0.007094775,0.023831824,+Al/+Pi_pH6_wild-type,stop1
AT1G24270,-1.48,0.00567809,0.019657515,+Al/+Pi_pH6_wild-type,stop1
AT5G44572,-1.48,0.010433268,0.032794393,+Al/+Pi_pH6_wild-type,stop1
AT3G14415,-1.48,6.23341E-11,1.03301E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G56020,-1.49,0.000112155,0.000627112,+Al/+Pi_pH6_wild-type,stop1
AT4G26130,-1.49,2.69934E-16,8.83225E-15,+Al/+Pi_pH6_wild-type,stop1
AT4G22217,-1.49,2.81481E-05,0.000182104,+Al/+Pi_pH6_wild-type,stop1
AT3G02790,-1.49,1.66804E-09,2.2208E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G17590,-1.49,8.81324E-06,6.33732E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G53700,-1.49,4.62348E-07,4.18919E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G24230,-1.49,6.32955E-12,1.18861E-10,+Al/+Pi_pH6_wild-type,stop1
AT3G56060,-1.49,1.46867E-09,1.96946E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G10210,-1.49,2.2305E-07,2.15159E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G07990,-1.49,3.35324E-07,3.12981E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G13300,-1.50,6.67131E-17,2.33211E-15,+Al/+Pi_pH6_wild-type,stop1
AT4G15920,-1.50,1.16488E-10,1.87574E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G07195,-1.50,5.96636E-11,9.93583E-10,+Al/+Pi_pH6_wild-type,stop1
AT5G54270,-1.50,0.013488768,0.040583389,+Al/+Pi_pH6_wild-type,stop1
AT3G23175,-1.50,4.38218E-11,7.44934E-10,+Al/+Pi_pH6_wild-type,stop1
AT5G57540,-1.50,1.11535E-07,1.13308E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G28650,-1.50,5.77436E-06,4.29246E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G51520,-1.50,2.48511E-05,0.000162626,+Al/+Pi_pH6_wild-type,stop1
AT5G21130,-1.50,0.002820646,0.010802897,+Al/+Pi_pH6_wild-type,stop1
AT5G05370,-1.51,7.62752E-09,9.25164E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G56080,-1.51,6.63479E-08,6.97232E-07,+Al/+Pi_pH6_wild-type,stop1
AT2G23670,-1.51,7.91041E-07,6.84876E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G13500,-1.51,0.00013258,0.000728626,+Al/+Pi_pH6_wild-type,stop1
AT1G32450,-1.51,8.70669E-09,1.04368E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G47050,-1.51,0.000118718,0.000659726,+Al/+Pi_pH6_wild-type,stop1
AT5G64100,-1.51,8.23766E-11,1.35201E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G77885,-1.51,3.7948E-09,4.79331E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G04530,-1.52,1.76975E-09,2.34552E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G01453,-1.52,0.000116294,0.000648012,+Al/+Pi_pH6_wild-type,stop1
AT4G27710,-1.52,2.19526E-12,4.3501E-11,+Al/+Pi_pH6_wild-type,stop1
AT2G47460,-1.52,1.86837E-16,6.2739E-15,+Al/+Pi_pH6_wild-type,stop1
AT5G27660,-1.52,1.0784E-10,1.74887E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G51270,-1.53,5.15658E-09,6.37558E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G50560,-1.53,0.01121923,0.034807184,+Al/+Pi_pH6_wild-type,stop1
AT4G18340,-1.53,1.02142E-15,3.10373E-14,+Al/+Pi_pH6_wild-type,stop1
AT3G51540,-1.53,5.33276E-11,8.9536E-10,+Al/+Pi_pH6_wild-type,stop1
AT4G25820,-1.53,1.50684E-10,2.38137E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G60280,-1.53,1.35614E-07,1.35614E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G50350,-1.53,2.43832E-09,3.16193E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G03440,-1.53,2.49109E-07,2.3805E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G52710,-1.53,4.92849E-13,1.07794E-11,+Al/+Pi_pH6_wild-type,stop1
AT4G09100,-1.54,0.000104152,0.000588211,+Al/+Pi_pH6_wild-type,stop1
AT4G09620,-1.54,6.02932E-14,1.5E-12,+Al/+Pi_pH6_wild-type,stop1
AT2G23630,-1.54,4.01319E-07,3.68191E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G01750,-1.54,4.99295E-09,6.18448E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G14850,-1.54,7.67733E-09,9.29003E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G30190,-1.54,2.65678E-16,8.70693E-15,+Al/+Pi_pH6_wild-type,stop1
AT5G35630,-1.54,4.21688E-21,2.35615E-19,+Al/+Pi_pH6_wild-type,stop1
AT3G11340,-1.54,2.23745E-12,4.42513E-11,+Al/+Pi_pH6_wild-type,stop1
AT3G02242,-1.54,0.002088366,0.00830554,+Al/+Pi_pH6_wild-type,stop1
AT4G01770,-1.55,9.85134E-10,1.35481E-08,+Al/+Pi_pH6_wild-type,stop1
AT2G44210,-1.55,3.3867E-07,3.15958E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G40320,-1.55,2.61762E-20,1.37965E-18,+Al/+Pi_pH6_wild-type,stop1
AT1G29270,-1.55,2.80165E-12,5.46696E-11,+Al/+Pi_pH6_wild-type,stop1
AT2G34150,-1.55,1.12576E-11,2.06289E-10,+Al/+Pi_pH6_wild-type,stop1
AT5G20550,-1.55,1.83854E-17,6.86098E-16,+Al/+Pi_pH6_wild-type,stop1
AT1G31200,-1.55,0.001698821,0.006946789,+Al/+Pi_pH6_wild-type,stop1
AT1G18940,-1.55,1.43962E-08,1.66612E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G67940,-1.55,1.87728E-15,5.57189E-14,+Al/+Pi_pH6_wild-type,stop1
AT3G46730,-1.55,0.000276831,0.00139748,+Al/+Pi_pH6_wild-type,stop1
AT5G60520,-1.55,3.45435E-13,7.71195E-12,+Al/+Pi_pH6_wild-type,stop1
AT3G16410,-1.55,2.72516E-07,2.57888E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G06610,-1.56,3.91734E-19,1.82067E-17,+Al/+Pi_pH6_wild-type,stop1
AT1G53640,-1.56,0.003943591,0.014372915,+Al/+Pi_pH6_wild-type,stop1
AT4G18250,-1.56,1.88786E-11,3.34546E-10,+Al/+Pi_pH6_wild-type,stop1
AT3G10710,-1.56,4.07753E-10,6.02061E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G43175,-1.57,0.001073925,0.004647008,+Al/+Pi_pH6_wild-type,stop1
AT2G41380,-1.57,1.01347E-09,1.38817E-08,+Al/+Pi_pH6_wild-type,stop1
AT2G31230,-1.57,1.28314E-08,1.49593E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G00130,-1.57,0.000315558,0.0015663,+Al/+Pi_pH6_wild-type,stop1
AT5G03330,-1.57,1.43328E-15,4.29144E-14,+Al/+Pi_pH6_wild-type,stop1
AT1G13600,-1.57,0.000305974,0.001523908,+Al/+Pi_pH6_wild-type,stop1
AT4G11230,-1.57,1.21306E-12,2.51083E-11,+Al/+Pi_pH6_wild-type,stop1
AT2G31081,-1.58,6.23099E-05,0.000371498,+Al/+Pi_pH6_wild-type,stop1
AT3G04720,-1.58,5.14345E-05,0.000311655,+Al/+Pi_pH6_wild-type,stop1
AT5G24165,-1.58,1.25031E-08,1.45941E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G29180,-1.58,6.80237E-10,9.62023E-09,+Al/+Pi_pH6_wild-type,stop1
AT2G04090,-1.58,1.80597E-10,2.80639E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G05500,-1.58,5.52246E-10,7.94193E-09,+Al/+Pi_pH6_wild-type,stop1
AT2G44380,-1.58,3.68883E-10,5.47833E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G22080,-1.58,4.08523E-10,6.02764E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G44460,-1.58,3.01947E-10,4.5537E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G07820,-1.58,0.009476188,0.03022743,+Al/+Pi_pH6_wild-type,stop1
AT2G42380,-1.58,0.000149862,0.000812051,+Al/+Pi_pH6_wild-type,stop1
AT5G52810,-1.59,9.54048E-10,1.31437E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G27030,-1.59,2.21763E-06,1.77845E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G36060,-1.59,0.002433332,0.009476601,+Al/+Pi_pH6_wild-type,stop1
AT2G27660,-1.59,3.39283E-14,8.67293E-13,+Al/+Pi_pH6_wild-type,stop1
AT4G24026,-1.59,4.69192E-05,0.000287533,+Al/+Pi_pH6_wild-type,stop1
AT4G28190,-1.59,1.06021E-14,2.86016E-13,+Al/+Pi_pH6_wild-type,stop1
AT1G16000,-1.59,8.03683E-12,1.49412E-10,+Al/+Pi_pH6_wild-type,stop1
AT4G15270,-1.59,7.76304E-08,8.04633E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G24313,-1.59,4.52245E-07,4.10676E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G30640,-1.59,1.88361E-08,2.13642E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G08730,-1.60,3.91794E-05,0.000244946,+Al/+Pi_pH6_wild-type,stop1
AT2G22290,-1.60,7.24529E-05,0.000425775,+Al/+Pi_pH6_wild-type,stop1
AT5G48290,-1.60,1.70608E-18,7.35836E-17,+Al/+Pi_pH6_wild-type,stop1
AT2G21590,-1.60,0.004003007,0.014553155,+Al/+Pi_pH6_wild-type,stop1
AT5G10170,-1.60,3.26287E-10,4.89191E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G44110,-1.60,3.98702E-16,1.28199E-14,+Al/+Pi_pH6_wild-type,stop1
AT1G73165,-1.60,0.000110702,0.000620129,+Al/+Pi_pH6_wild-type,stop1
AT2G33790,-1.60,0.000422345,0.002040296,+Al/+Pi_pH6_wild-type,stop1
AT5G09980,-1.60,2.63571E-08,2.92459E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G49850,-1.60,4.75644E-10,6.93294E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G49390,-1.60,2.2913E-13,5.24716E-12,+Al/+Pi_pH6_wild-type,stop1
AT5G49360,-1.60,2.03457E-08,2.29493E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G60630,-1.60,1.3107E-05,9.09531E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G52200,-1.60,2.66099E-14,6.88826E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G13110,-1.61,3.85953E-15,1.09469E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G09720,-1.61,8.07701E-06,5.83863E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G39380,-1.61,8.25501E-14,2.01691E-12,+Al/+Pi_pH6_wild-type,stop1
AT1G12560,-1.61,5.70591E-10,8.17128E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G20590,-1.61,5.17756E-08,5.54933E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G56230,-1.61,1.4692E-07,1.46063E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G11920,-1.61,0.000182006,0.000965255,+Al/+Pi_pH6_wild-type,stop1
AT2G46860,-1.61,9.60811E-08,9.86871E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G45660,-1.61,7.31109E-11,1.20477E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G42510,-1.61,5.47187E-10,7.87472E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G53420,-1.61,9.36945E-19,4.1563E-17,+Al/+Pi_pH6_wild-type,stop1
AT2G20750,-1.61,1.59304E-05,0.000108556,+Al/+Pi_pH6_wild-type,stop1
AT1G05020,-1.62,9.38361E-05,0.000537069,+Al/+Pi_pH6_wild-type,stop1
AT2G37370,-1.62,0.000340442,0.001681815,+Al/+Pi_pH6_wild-type,stop1
AT4G12270,-1.62,1.58604E-10,2.49497E-09,+Al/+Pi_pH6_wild-type,stop1
AT2G35310,-1.62,0.000472217,0.002249961,+Al/+Pi_pH6_wild-type,stop1
AT5G15150,-1.62,3.72137E-14,9.46542E-13,+Al/+Pi_pH6_wild-type,stop1
AT4G15500,-1.62,2.1638E-13,4.97747E-12,+Al/+Pi_pH6_wild-type,stop1
AT1G02900,-1.62,4.73751E-13,1.03839E-11,+Al/+Pi_pH6_wild-type,stop1
AT2G43530,-1.62,0.003267079,0.012254544,+Al/+Pi_pH6_wild-type,stop1
AT2G28305,-1.62,0.000548029,0.002561646,+Al/+Pi_pH6_wild-type,stop1
AT4G16350,-1.62,4.93555E-13,1.07833E-11,+Al/+Pi_pH6_wild-type,stop1
AT2G42980,-1.62,0.001143836,0.004898731,+Al/+Pi_pH6_wild-type,stop1
AT3G14280,-1.62,8.76283E-13,1.84552E-11,+Al/+Pi_pH6_wild-type,stop1
AT1G07175,-1.62,1.31126E-05,9.09609E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G53635,-1.62,0.000683659,0.003121419,+Al/+Pi_pH6_wild-type,stop1
AT3G29635,-1.63,0.001725151,0.007026357,+Al/+Pi_pH6_wild-type,stop1
AT5G42010,-1.63,5.28649E-12,1.00473E-10,+Al/+Pi_pH6_wild-type,stop1
AT1G12740,-1.63,1.77222E-09,2.34727E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G08360,-1.63,1.36579E-09,1.84116E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G03457,-1.63,3.26375E-15,9.30874E-14,+Al/+Pi_pH6_wild-type,stop1
AT1G05240,-1.63,0.009442826,0.030125709,+Al/+Pi_pH6_wild-type,stop1
AT2G25000,-1.64,1.65907E-11,2.97545E-10,+Al/+Pi_pH6_wild-type,stop1
AT3G47220,-1.64,3.01021E-09,3.85949E-08,+Al/+Pi_pH6_wild-type,stop1
AT2G41560,-1.64,4.02715E-15,1.13908E-13,+Al/+Pi_pH6_wild-type,stop1
AT1G79075,-1.64,0.000274352,0.001387019,+Al/+Pi_pH6_wild-type,stop1
AT5G65320,-1.64,2.5886E-11,4.53615E-10,+Al/+Pi_pH6_wild-type,stop1
AT5G07040,-1.64,1.31914E-05,9.14456E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G26290,-1.64,0.001321858,0.00558051,+Al/+Pi_pH6_wild-type,stop1
AT5G58360,-1.64,2.08545E-05,0.000138646,+Al/+Pi_pH6_wild-type,stop1
AT1G64190,-1.64,3.8375E-16,1.23976E-14,+Al/+Pi_pH6_wild-type,stop1
AT4G26070,-1.65,1.305E-12,2.6634E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G27930,-1.65,1.33892E-23,9.67523E-22,+Al/+Pi_pH6_wild-type,stop1
AT1G49320,-1.65,1.28605E-08,1.49771E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G66570,-1.65,0.003644914,0.013461892,+Al/+Pi_pH6_wild-type,stop1
AT3G57157,-1.65,8.89794E-08,9.16689E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G14390,-1.65,1.14441E-11,2.09519E-10,+Al/+Pi_pH6_wild-type,stop1
AT2G26440,-1.65,4.14385E-07,3.79158E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G43960,-1.65,4.13788E-09,5.19139E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G13440,-1.65,3.31421E-17,1.19957E-15,+Al/+Pi_pH6_wild-type,stop1
AT5G40730,-1.65,1.19938E-10,1.92674E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G22410,-1.66,2.88482E-09,3.70569E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G04040,-1.66,1.21451E-12,2.51131E-11,+Al/+Pi_pH6_wild-type,stop1
AT1G76640,-1.66,0.000813235,0.003639947,+Al/+Pi_pH6_wild-type,stop1
AT1G80830,-1.66,6.27798E-15,1.73064E-13,+Al/+Pi_pH6_wild-type,stop1
AT4G00680,-1.66,1.61014E-10,2.52705E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G44700,-1.66,0.000226943,0.001174039,+Al/+Pi_pH6_wild-type,stop1
AT4G23570,-1.66,1.33779E-06,1.11166E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G32870,-1.67,7.48641E-17,2.60813E-15,+Al/+Pi_pH6_wild-type,stop1
AT5G08210,-1.67,0.01683969,0.048764041,+Al/+Pi_pH6_wild-type,stop1
AT1G12330,-1.67,4.26213E-07,3.8911E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G20190,-1.67,1.09279E-05,7.71933E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G44390,-1.67,5.12065E-05,0.00031055,+Al/+Pi_pH6_wild-type,stop1
AT1G47395,-1.67,0.001722624,0.007020259,+Al/+Pi_pH6_wild-type,stop1
AT2G27510,-1.67,2.1292E-16,7.08003E-15,+Al/+Pi_pH6_wild-type,stop1
AT2G34185,-1.67,0.003285774,0.012311119,+Al/+Pi_pH6_wild-type,stop1
AT3G47980,-1.67,1.04387E-18,4.61061E-17,+Al/+Pi_pH6_wild-type,stop1
AT3G50140,-1.67,0.001300133,0.005496736,+Al/+Pi_pH6_wild-type,stop1
AT1G27110,-1.68,2.83124E-10,4.30156E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G08213,-1.68,0.015039022,0.044504377,+Al/+Pi_pH6_wild-type,stop1
AT1G72430,-1.68,4.36132E-17,1.55925E-15,+Al/+Pi_pH6_wild-type,stop1
AT1G59960,-1.68,4.75908E-16,1.51123E-14,+Al/+Pi_pH6_wild-type,stop1
AT3G20935,-1.68,1.20141E-12,2.48924E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G01610,-1.68,7.35715E-19,3.31396E-17,+Al/+Pi_pH6_wild-type,stop1
AT1G78520,-1.68,0.00040638,0.001971644,+Al/+Pi_pH6_wild-type,stop1
AT3G47380,-1.68,0.001325655,0.005594233,+Al/+Pi_pH6_wild-type,stop1
AT4G22460,-1.68,0.000150559,0.000814965,+Al/+Pi_pH6_wild-type,stop1
AT3G22750,-1.69,5.49134E-20,2.79348E-18,+Al/+Pi_pH6_wild-type,stop1
AT3G29034,-1.69,2.39593E-16,7.91547E-15,+Al/+Pi_pH6_wild-type,stop1
AT2G19590,-1.69,3.45027E-05,0.000218852,+Al/+Pi_pH6_wild-type,stop1
AT5G21100,-1.69,0.000230821,0.00119139,+Al/+Pi_pH6_wild-type,stop1
AT3G19030,-1.69,2.95416E-13,6.66071E-12,+Al/+Pi_pH6_wild-type,stop1
AT4G26880,-1.69,5.45982E-07,4.87979E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G58660,-1.69,5.2183E-10,7.55767E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G01630,-1.70,3.73188E-06,2.87338E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G08400,-1.70,0.000797986,0.003578688,+Al/+Pi_pH6_wild-type,stop1
AT4G34580,-1.70,1.28146E-12,2.62585E-11,+Al/+Pi_pH6_wild-type,stop1
AT3G07600,-1.70,5.12266E-06,3.84434E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G21045,-1.70,3.4348E-16,1.11672E-14,+Al/+Pi_pH6_wild-type,stop1
AT3G44990,-1.70,1.33939E-10,2.13489E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G69990,-1.71,0.005393999,0.018830196,+Al/+Pi_pH6_wild-type,stop1
AT4G03330,-1.71,1.67793E-09,2.23251E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G27250,-1.71,1.83434E-05,0.000123624,+Al/+Pi_pH6_wild-type,stop1
AT3G45430,-1.71,7.42704E-06,5.41665E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G78860,-1.71,1.58446E-09,2.11245E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G60750,-1.72,1.31646E-15,3.95324E-14,+Al/+Pi_pH6_wild-type,stop1
AT2G32270,-1.72,3.39785E-13,7.60241E-12,+Al/+Pi_pH6_wild-type,stop1
AT1G49030,-1.72,0.000410216,0.001988365,+Al/+Pi_pH6_wild-type,stop1
AT2G43745,-1.72,0.008825765,0.028562573,+Al/+Pi_pH6_wild-type,stop1
AT2G24980,-1.72,0.000328023,0.001623443,+Al/+Pi_pH6_wild-type,stop1
AT5G11570,-1.72,8.54105E-07,7.34501E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G25882,-1.72,3.75958E-07,3.46321E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G19040,-1.72,7.86594E-17,2.73104E-15,+Al/+Pi_pH6_wild-type,stop1
AT4G37340,-1.72,2.48183E-12,4.87544E-11,+Al/+Pi_pH6_wild-type,stop1
AT1G32460,-1.72,7.19003E-18,2.81678E-16,+Al/+Pi_pH6_wild-type,stop1
AT4G21903,-1.72,1.08114E-09,1.4769E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G04475,-1.73,0.000200426,0.001049872,+Al/+Pi_pH6_wild-type,stop1
AT2G22170,-1.73,1.8973E-13,4.39409E-12,+Al/+Pi_pH6_wild-type,stop1
AT1G50930,-1.74,5.0947E-08,5.47199E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G08450,-1.74,1.54072E-05,0.000105166,+Al/+Pi_pH6_wild-type,stop1
AT2G26820,-1.74,5.6714E-10,8.13896E-09,+Al/+Pi_pH6_wild-type,stop1
AT2G33550,-1.74,5.83229E-17,2.05994E-15,+Al/+Pi_pH6_wild-type,stop1
AT1G16230,-1.75,0.001303875,0.005511418,+Al/+Pi_pH6_wild-type,stop1
AT2G27360,-1.75,2.21279E-17,8.12414E-16,+Al/+Pi_pH6_wild-type,stop1
AT4G12440,-1.75,6.25589E-06,4.62687E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G03720,-1.75,1.09817E-08,1.29737E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G66440,-1.75,9.08039E-09,1.08593E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G45730,-1.75,1.33746E-06,1.11166E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G21140,-1.75,1.23855E-08,1.44817E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G34040,-1.75,2.34274E-18,9.98104E-17,+Al/+Pi_pH6_wild-type,stop1
AT4G34760,-1.75,3.37292E-06,2.62567E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G43150,-1.76,0.000796373,0.003573019,+Al/+Pi_pH6_wild-type,stop1
AT2G38320,-1.76,1.48341E-12,3.00057E-11,+Al/+Pi_pH6_wild-type,stop1
AT1G34510,-1.76,9.46419E-09,1.12656E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G01690,-1.76,3.12264E-18,1.28746E-16,+Al/+Pi_pH6_wild-type,stop1
AT3G29300,-1.76,0.001671835,0.006857695,+Al/+Pi_pH6_wild-type,stop1
AT1G12550,-1.76,3.85967E-10,5.71545E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G23800,-1.76,1.13223E-26,1.06701E-24,+Al/+Pi_pH6_wild-type,stop1
AT3G02550,-1.76,0.000213891,0.001111578,+Al/+Pi_pH6_wild-type,stop1
AT3G09925,-1.76,3.36677E-12,6.51992E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G44562,-1.76,0.003355677,0.01254086,+Al/+Pi_pH6_wild-type,stop1
AT1G06090,-1.76,5.39388E-12,1.02134E-10,+Al/+Pi_pH6_wild-type,stop1
AT1G65985,-1.76,3.38568E-25,2.86104E-23,+Al/+Pi_pH6_wild-type,stop1
AT4G15360,-1.77,0.001582483,0.006540087,+Al/+Pi_pH6_wild-type,stop1
AT1G07393,-1.77,0.002571582,0.009954354,+Al/+Pi_pH6_wild-type,stop1
AT2G29750,-1.77,1.44679E-17,5.46893E-16,+Al/+Pi_pH6_wild-type,stop1
AT5G45150,-1.77,0.001732652,0.007051292,+Al/+Pi_pH6_wild-type,stop1
AT2G36500,-1.77,0.000211032,0.001097558,+Al/+Pi_pH6_wild-type,stop1
AT5G55170,-1.78,3.80466E-14,9.66525E-13,+Al/+Pi_pH6_wild-type,stop1
AT3G50180,-1.78,0.000904608,0.003982612,+Al/+Pi_pH6_wild-type,stop1
AT1G55120,-1.78,2.81501E-14,7.2594E-13,+Al/+Pi_pH6_wild-type,stop1
AT1G64405,-1.78,5.04953E-12,9.62376E-11,+Al/+Pi_pH6_wild-type,stop1
AT3G47770,-1.78,4.08954E-09,5.1402E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G26610,-1.78,3.08143E-12,5.99005E-11,+Al/+Pi_pH6_wild-type,stop1
AT2G28970,-1.79,1.57425E-15,4.69977E-14,+Al/+Pi_pH6_wild-type,stop1
AT3G16390,-1.79,3.09276E-10,4.65417E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G66480,-1.79,3.79112E-05,0.000237963,+Al/+Pi_pH6_wild-type,stop1
AT2G32487,-1.79,6.19359E-08,6.5357E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G26360,-1.79,7.5424E-07,6.56349E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G25790,-1.79,2.63812E-13,5.98774E-12,+Al/+Pi_pH6_wild-type,stop1
AT5G07780,-1.79,1.7887E-09,2.3645E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G50720,-1.79,0.000113924,0.00063602,+Al/+Pi_pH6_wild-type,stop1
AT4G00893,-1.79,0.005857165,0.020163787,+Al/+Pi_pH6_wild-type,stop1
AT1G03340,-1.79,2.53971E-09,3.27885E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G02030,-1.80,1.41258E-05,9.72305E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G07720,-1.80,2.31872E-10,3.57601E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G39000,-1.80,2.81702E-06,2.22511E-05,+Al/+Pi_pH6_wild-type,stop1
