atID,logFC,P-value,FDR,type
AT5G46050,-1.17,5.65043E-06,0.000176954,+Al
AT5G52310,-1.17,0.000369129,0.006402825,+Al
AT3G45430,-1.17,0.001517467,0.020150773,+Al
AT1G49320,-1.17,3.66838E-05,0.000913744,+Al
AT3G08520,-1.17,0.001584809,0.020802715,+Al
AT4G25835,-1.18,3.2559E-09,2.39508E-07,+Al
AT5G53380,-1.18,0.003207445,0.035752671,+Al
AT1G60095,-1.18,5.49922E-08,3.00693E-06,+Al
AT5G45380,-1.18,2.88799E-05,0.000742885,+Al
AT3G23000,-1.19,3.00222E-11,3.46866E-09,+Al
AT3G56220,-1.19,2.35993E-06,8.13837E-05,+Al
AT4G09770,-1.20,1.75937E-05,0.000485548,+Al
AT1G07620,-1.20,0.000376069,0.006499377,+Al
AT4G38340,-1.20,0.004874656,0.049472313,+Al
AT5G01600,-1.20,5.4534E-11,5.99581E-09,+Al
AT4G23496,-1.20,0.001285249,0.017610422,+Al
AT3G12240,-1.20,1.23934E-06,4.67612E-05,+Al
AT5G15970,-1.21,2.90599E-06,9.80653E-05,+Al
AT1G66280,-1.22,2.77545E-07,1.2726E-05,+Al
AT1G24320,-1.23,1.83621E-10,1.7547E-08,+Al
AT4G01630,-1.23,0.000665276,0.010452588,+Al
AT2G46690,-1.23,1.76368E-08,1.10636E-06,+Al
AT2G26820,-1.23,7.49298E-06,0.000228363,+Al
AT3G59340,-1.23,0.000391809,0.00670502,+Al
AT4G10500,-1.24,8.08962E-07,3.25015E-05,+Al
AT1G71015,-1.24,3.08572E-05,0.000787803,+Al
AT4G34950,-1.24,5.82759E-06,0.000181945,+Al
AT4G16260,-1.24,0.000154128,0.003136234,+Al
AT4G18010,-1.25,1.67783E-10,1.63389E-08,+Al
AT4G04450,-1.25,0.000168702,0.003395619,+Al
AT4G30420,-1.25,1.02864E-10,1.05707E-08,+Al
AT1G49160,-1.26,7.45914E-08,3.9518E-06,+Al
AT3G56020,-1.26,0.000992421,0.014342757,+Al
AT2G28780,-1.26,1.02177E-06,3.97247E-05,+Al
AT5G39240,-1.26,2.09962E-05,0.000567202,+Al
AT3G51350,-1.27,2.19818E-06,7.65806E-05,+Al
AT5G02502,-1.27,3.00226E-05,0.000768414,+Al
AT5G24410,-1.27,3.26491E-10,2.9413E-08,+Al
AT4G40010,-1.28,3.02887E-09,2.26888E-07,+Al
AT4G13860,-1.28,5.79611E-08,3.14404E-06,+Al
AT1G54010,-1.28,8.58572E-07,3.41591E-05,+Al
AT4G08620,-1.28,0.000218745,0.004232101,+Al
AT1G19380,-1.28,3.30464E-07,1.48854E-05,+Al
AT5G65320,-1.28,1.08533E-07,5.54877E-06,+Al
AT3G14260,-1.29,4.30805E-07,1.89462E-05,+Al
AT4G19680,-1.29,1.74135E-05,0.000481225,+Al
AT3G09290,-1.29,5.58522E-09,3.91157E-07,+Al
AT1G44050,-1.29,9.9087E-07,3.86704E-05,+Al
AT3G23190,-1.30,7.90558E-09,5.30063E-07,+Al
AT2G33550,-1.31,1.78489E-10,1.71366E-08,+Al
AT3G16070,-1.31,0.003249977,0.036199368,+Al
AT3G49330,-1.31,0.002017201,0.025001064,+Al
AT5G63600,-1.31,1.52381E-07,7.47287E-06,+Al
AT1G12100,-1.31,0.001284158,0.017610422,+Al
AT2G38760,-1.31,3.30492E-06,0.000109717,+Al
AT1G15625,-1.31,0.000181333,0.003614287,+Al
AT5G60760,-1.31,1.15736E-08,7.43446E-07,+Al
AT1G49450,-1.31,3.19964E-06,0.000107267,+Al
AT3G45390,-1.32,0.001441886,0.019373568,+Al
AT4G30230,-1.32,0.000417652,0.007117484,+Al
AT4G15393,-1.32,4.87628E-09,3.46249E-07,+Al
AT3G46370,-1.32,0.002720681,0.031558669,+Al
AT4G12543,-1.32,0.002577982,0.030314195,+Al
AT4G16860,-1.32,0.004276522,0.044756844,+Al
AT5G28960,-1.33,0.00055592,0.009022665,+Al
AT3G44990,-1.33,4.36985E-07,1.90948E-05,+Al
AT2G42850,-1.33,9.75357E-09,6.45503E-07,+Al
AT1G68500,-1.33,5.36304E-06,0.000168729,+Al
AT3G18560,-1.33,3.07345E-09,2.29387E-07,+Al
AT1G24280,-1.33,5.55926E-08,3.03165E-06,+Al
AT4G33120,-1.34,0.000102924,0.002222597,+Al
AT1G33870,-1.34,0.004482533,0.046461126,+Al
AT3G44700,-1.34,0.002359609,0.028251753,+Al
AT3G46130,-1.34,6.85909E-05,0.001551642,+Al
AT3G44710,-1.34,0.00023997,0.00454809,+Al
AT1G13600,-1.34,0.001864498,0.023580075,+Al
AT3G24300,-1.34,1.07834E-08,6.97851E-07,+Al
AT3G55700,-1.35,2.24276E-05,0.000601106,+Al
AT3G22570,-1.35,9.79809E-08,5.05987E-06,+Al
AT5G59760,-1.35,0.002759612,0.031865651,+Al
AT4G21903,-1.35,1.21672E-06,4.60776E-05,+Al
AT3G12220,-1.35,1.39428E-06,5.13749E-05,+Al
AT3G14680,-1.35,1.3081E-07,6.52456E-06,+Al
AT3G12965,-1.35,0.000335814,0.0059304,+Al
AT4G04700,-1.36,1.26525E-09,1.01868E-07,+Al
AT2G37925,-1.36,4.15698E-05,0.001016868,+Al
AT5G09978,-1.36,1.36174E-07,6.77558E-06,+Al
AT1G53887,-1.36,0.001548058,0.020477223,+Al
AT5G24140,-1.37,2.2511E-05,0.000602554,+Al
AT4G33590,-1.37,0.002899624,0.03325704,+Al
AT2G42140,-1.37,0.001488312,0.019866822,+Al
AT1G52050,-1.38,0.000687843,0.010729509,+Al
AT1G56430,-1.38,5.95916E-06,0.000184924,+Al
AT3G47760,-1.39,0.002225872,0.02685491,+Al
AT5G64100,-1.39,2.25201E-09,1.72485E-07,+Al
AT3G50470,-1.39,0.000802074,0.012110075,+Al
AT5G23220,-1.39,4.65998E-09,3.32044E-07,+Al
AT4G24350,-1.40,0.001774717,0.022697291,+Al
AT4G30140,-1.40,1.1825E-05,0.000343984,+Al
AT5G44566,-1.41,0.000598897,0.009590801,+Al
AT2G22122,-1.42,7.75513E-09,5.23407E-07,+Al
AT3G20590,-1.42,1.3994E-06,5.13784E-05,+Al
AT5G42590,-1.42,4.5449E-05,0.00110253,+Al
AT5G62360,-1.42,0.000140051,0.002892972,+Al
AT4G35210,-1.43,0.004592244,0.047382135,+Al
AT5G56795,-1.43,0.000569691,0.009195098,+Al
AT2G40205,-1.43,0.000805394,0.012137291,+Al
AT2G47160,-1.43,1.02534E-15,2.07605E-13,+Al
AT5G25810,-1.43,5.12879E-11,5.7002E-09,+Al
AT3G20940,-1.44,1.56714E-06,5.68228E-05,+Al
AT1G51440,-1.44,0.003199703,0.03571663,+Al
AT5G66490,-1.44,1.24731E-05,0.000359261,+Al
AT4G22980,-1.44,4.93364E-05,0.001182802,+Al
AT1G30515,-1.45,0.000457142,0.007650204,+Al
AT3G06890,-1.45,3.75149E-05,0.000929914,+Al
AT3G02493,-1.45,0.00197806,0.024650412,+Al
AT5G52710,-1.45,0.00039218,0.00670576,+Al
AT2G20080,-1.45,2.85404E-06,9.64712E-05,+Al
AT1G58590,-1.46,1.35777E-06,5.04843E-05,+Al
AT5G10210,-1.46,4.42819E-07,1.93084E-05,+Al
AT4G21680,-1.46,0.001231081,0.017056637,+Al
AT2G43820,-1.46,6.05896E-10,5.14132E-08,+Al
AT3G29250,-1.46,7.52686E-07,3.06013E-05,+Al
AT3G19030,-1.47,2.00244E-10,1.90465E-08,+Al
AT3G25882,-1.47,1.18851E-05,0.000345241,+Al
AT5G06475,-1.47,0.00413003,0.0435132,+Al
AT2G34180,-1.47,9.08232E-07,3.57868E-05,+Al
AT3G59710,-1.47,2.7363E-06,9.27983E-05,+Al
AT2G41180,-1.48,4.58844E-05,0.001111772,+Al
AT4G15480,-1.48,0.000755649,0.01154735,+Al
AT3G07600,-1.48,6.65054E-05,0.001514515,+Al
AT5G43520,-1.48,9.98492E-08,5.13044E-06,+Al
AT5G53980,-1.48,0.00175203,0.022449251,+Al
AT2G03260,-1.49,5.31701E-08,2.92293E-06,+Al
AT1G67910,-1.49,8.94166E-05,0.001961984,+Al
AT1G52690,-1.49,0.001080307,0.015309959,+Al
AT5G45490,-1.49,5.20598E-12,7.09749E-10,+Al
AT1G78050,-1.49,3.46135E-09,2.52802E-07,+Al
AT3G01190,-1.50,2.0832E-08,1.27169E-06,+Al
AT5G66985,-1.50,9.06098E-06,0.000270112,+Al
AT1G11540,-1.51,5.90537E-08,3.18641E-06,+Al
AT5G44460,-1.51,2.07925E-09,1.59852E-07,+Al
AT1G62280,-1.51,1.91938E-06,6.77917E-05,+Al
AT2G21045,-1.51,3.46332E-13,5.32517E-11,+Al
AT3G13437,-1.52,0.00014038,0.002896847,+Al
AT1G78090,-1.52,8.34629E-15,1.59516E-12,+Al
AT4G01820,-1.53,0.003482152,0.038243833,+Al
AT1G23205,-1.53,6.3822E-10,5.37103E-08,+Al
AT3G58810,-1.54,6.84249E-10,5.73479E-08,+Al
AT1G74770,-1.54,4.65269E-14,7.79898E-12,+Al
AT5G23160,-1.55,0.004186426,0.043948875,+Al
AT5G41050,-1.56,0.000773467,0.011742684,+Al
AT1G68238,-1.56,2.87179E-07,1.3109E-05,+Al
AT3G15760,-1.56,9.87367E-05,0.002138946,+Al
AT2G42980,-1.57,0.001733269,0.022250696,+Al
AT4G24170,-1.57,0.000248373,0.004672711,+Al
AT2G48080,-1.57,3.28022E-08,1.9003E-06,+Al
AT1G49860,-1.57,0.000355699,0.006211816,+Al
AT5G01075,-1.58,0.00379837,0.040818005,+Al
AT5G20470,-1.58,2.94524E-08,1.73574E-06,+Al
AT1G58150,-1.58,0.000272263,0.004984586,+Al
AT3G08040,-1.58,8.07472E-11,8.5439E-09,+Al
AT3G11402,-1.59,0.001483346,0.01983939,+Al
AT3G61400,-1.59,5.46283E-06,0.000171342,+Al
AT2G37750,-1.60,1.36894E-06,5.07153E-05,+Al
AT4G37850,-1.61,6.13397E-07,2.52394E-05,+Al
AT5G54530,-1.61,7.13397E-06,0.000218071,+Al
AT1G73600,-1.62,4.36193E-10,3.8024E-08,+Al
AT4G27845,-1.62,0.002045613,0.025215658,+Al
AT2G36210,-1.62,2.43797E-10,2.27655E-08,+Al
AT1G62500,-1.62,2.50902E-06,8.60898E-05,+Al
AT4G34800,-1.62,2.59178E-06,8.86318E-05,+Al
AT3G21351,-1.63,0.000297557,0.005384991,+Al
AT1G13080,-1.63,4.93294E-06,0.000156401,+Al
AT5G01740,-1.64,5.21506E-13,7.78452E-11,+Al
AT4G05390,-1.64,3.87159E-13,5.90851E-11,+Al
AT3G03910,-1.64,0.000507259,0.008352205,+Al
AT2G31081,-1.64,3.56148E-05,0.000890354,+Al
AT1G79075,-1.65,0.000263009,0.004858651,+Al
AT1G30990,-1.65,6.67237E-09,4.62542E-07,+Al
AT1G72540,-1.65,7.9776E-06,0.000240978,+Al
AT3G29430,-1.66,0.002096233,0.025761996,+Al
AT1G50090,-1.67,9.70697E-08,5.03826E-06,+Al
AT1G29830,-1.67,3.32536E-05,0.000838517,+Al
AT5G59590,-1.68,2.613E-09,1.9791E-07,+Al
AT3G02850,-1.69,2.25945E-19,6.89639E-17,+Al
AT5G39493,-1.69,0.002890217,0.033186372,+Al
AT4G10270,-1.69,0.000876754,0.0130019,+Al
AT5G61412,-1.70,0.00134653,0.018321052,+Al
AT5G43590,-1.70,1.55248E-07,7.59526E-06,+Al
AT4G22214,-1.70,0.00015091,0.003079946,+Al
AT2G15130,-1.71,0.004689616,0.048023356,+Al
AT2G41240,-1.71,3.45341E-05,0.000867595,+Al
AT1G02030,-1.72,3.27432E-05,0.000826665,+Al
AT5G47950,-1.73,4.21342E-14,7.18037E-12,+Al
AT5G35940,-1.73,1.24856E-11,1.5859E-09,+Al
AT4G25310,-1.74,3.02331E-07,1.36785E-05,+Al
AT5G26280,-1.75,3.61521E-15,7.17778E-13,+Al
AT2G22200,-1.75,0.000376301,0.006499377,+Al
AT2G28210,-1.76,0.000214847,0.004164614,+Al
AT5G65980,-1.76,7.67864E-07,3.10332E-05,+Al
AT3G20340,-1.76,8.42848E-10,6.9501E-08,+Al
AT3G05950,-1.76,0.001830769,0.023225328,+Al
AT3G56970,-1.76,0.00163358,0.021359792,+Al
AT1G44020,-1.77,1.59698E-07,7.77578E-06,+Al
AT3G46330,-1.77,4.70433E-08,2.62135E-06,+Al
AT5G66595,-1.77,1.99752E-08,1.22303E-06,+Al
AT1G15630,-1.78,2.19379E-07,1.03371E-05,+Al
AT5G45070,-1.78,1.55141E-11,1.93453E-09,+Al
AT3G46800,-1.81,0.000437687,0.007378976,+Al
AT1G33670,-1.81,0.00107992,0.015309959,+Al
AT1G53635,-1.81,0.000189335,0.003738251,+Al
AT1G15670,-1.82,1.00107E-11,1.31229E-09,+Al
AT1G14185,-1.82,3.99602E-06,0.00013075,+Al
AT3G02242,-1.83,0.00047668,0.007933723,+Al
AT1G72220,-1.84,1.62065E-14,2.90722E-12,+Al
AT4G22212,-1.84,1.32763E-08,8.40556E-07,+Al
AT2G14510,-1.84,4.22807E-08,2.38193E-06,+Al
AT4G12555,-1.84,2.11848E-05,0.000571543,+Al
AT1G32540,-1.84,0.001245663,0.017177983,+Al
AT5G26260,-1.85,2.44094E-09,1.86258E-07,+Al
AT4G37060,-1.86,4.35781E-05,0.00106345,+Al
AT3G02885,-1.87,1.0699E-08,6.94585E-07,+Al
AT4G02380,-1.89,4.79303E-12,6.57835E-10,+Al
AT5G63160,-1.90,3.17457E-10,2.88533E-08,+Al
AT5G56080,-1.90,1.78385E-11,2.18442E-09,+Al
AT5G44585,-1.91,1.49216E-05,0.000419735,+Al
AT3G47710,-1.92,5.81448E-07,2.43162E-05,+Al
AT3G27950,-1.93,3.60869E-09,2.61694E-07,+Al
AT1G26233,-1.94,0.000822719,0.012343809,+Al
AT5G19970,-1.94,2.89546E-21,9.7069E-19,+Al
AT1G49700,-1.95,5.65808E-07,2.37593E-05,+Al
AT5G62430,-1.95,1.51622E-10,1.4907E-08,+Al
AT1G72930,-1.97,0.000815715,0.012265721,+Al
AT3G44870,-1.97,0.001042442,0.014928535,+Al
AT5G52260,-1.97,8.59264E-08,4.51721E-06,+Al
AT1G09350,-1.98,6.03543E-07,2.49847E-05,+Al
AT1G77880,-1.98,0.000428429,0.007258793,+Al
AT1G73165,-2.00,3.3386E-06,0.000110655,+Al
AT3G07720,-2.01,2.36844E-12,3.31743E-10,+Al
AT5G14650,-2.01,7.79751E-05,0.001737026,+Al
AT5G45080,-2.01,1.35738E-05,0.000386607,+Al
AT3G52561,-2.02,5.31389E-05,0.001257744,+Al
AT1G05650,-2.02,5.9673E-07,2.48408E-05,+Al
AT4G16355,-2.02,0.000633031,0.01001198,+Al
AT3G50460,-2.03,3.69056E-05,0.000917219,+Al
AT4G30120,-2.04,5.72249E-09,3.99403E-07,+Al
AT3G50180,-2.04,0.000258854,0.004811074,+Al
AT2G26370,-2.04,4.65786E-10,4.00224E-08,+Al
AT1G07590,-2.05,1.323E-06,4.94613E-05,+Al
AT5G05900,-2.06,4.44332E-14,7.50958E-12,+Al
AT2G28160,-2.07,1.57317E-21,5.64409E-19,+Al
AT4G37700,-2.08,0.000949138,0.013893964,+Al
AT5G18661,-2.09,2.43737E-07,1.138E-05,+Al
AT5G27810,-2.10,0.001551649,0.020511457,+Al
AT1G73300,-2.10,1.5935E-06,5.71704E-05,+Al
AT2G30660,-2.12,7.72958E-06,0.000234178,+Al
AT5G54075,-2.14,0.001021372,0.014678179,+Al
AT5G59680,-2.17,1.15895E-09,9.36781E-08,+Al
AT1G07610,-2.17,2.48552E-15,4.98322E-13,+Al
AT2G02310,-2.17,4.60359E-09,3.29173E-07,+Al
AT1G60110,-2.19,6.16274E-11,6.72591E-09,+Al
AT5G60900,-2.20,6.22983E-05,0.001429854,+Al
AT1G78360,-2.20,0.000478997,0.007963808,+Al
AT4G01970,-2.20,7.02938E-06,0.000215196,+Al
AT5G53902,-2.21,0.001682607,0.021778045,+Al
AT2G38750,-2.21,1.98755E-06,6.99576E-05,+Al
AT1G66030,-2.21,2.3465E-05,0.000623195,+Al
AT5G26200,-2.22,1.05124E-08,6.84643E-07,+Al
AT1G24270,-2.24,0.000135754,0.002815584,+Al
AT1G66800,-2.25,1.62085E-09,1.28475E-07,+Al
AT2G24850,-2.25,0.000758678,0.011569699,+Al
AT1G09400,-2.26,0.000611236,0.009735036,+Al
AT5G07995,-2.26,9.23288E-06,0.000274836,+Al
AT5G61290,-2.28,0.00266665,0.031143912,+Al
AT5G52860,-2.30,0.000224599,0.004316771,+Al
AT1G70260,-2.30,1.98875E-12,2.80483E-10,+Al
AT2G22750,-2.32,0.000904566,0.013336969,+Al
AT5G39490,-2.32,0.000428358,0.007258793,+Al
AT5G04730,-2.32,1.1597E-08,7.43446E-07,+Al
AT4G22230,-2.34,2.10032E-11,2.52656E-09,+Al
AT5G50200,-2.35,6.16944E-17,1.50197E-14,+Al
AT5G44568,-2.36,2.6581E-06,9.05968E-05,+Al
AT1G49100,-2.36,4.22524E-08,2.38193E-06,+Al
AT5G22390,-2.36,0.000981945,0.014211452,+Al
AT5G52670,-2.37,7.878E-14,1.26854E-11,+Al
AT2G19060,-2.37,1.74646E-12,2.49757E-10,+Al
AT1G65390,-2.40,1.50277E-05,0.00042156,+Al
AT1G21140,-2.41,3.30924E-14,5.7841E-12,+Al
AT3G25190,-2.42,1.20252E-14,2.21546E-12,+Al
AT5G62330,-2.44,4.89014E-06,0.000155769,+Al
AT2G31141,-2.45,0.000337702,0.005958585,+Al
AT1G19250,-2.45,1.44854E-12,2.10089E-10,+Al
AT3G61930,-2.47,1.29274E-09,1.03672E-07,+Al
AT5G03570,-2.48,2.79308E-34,4.39374E-31,+Al
AT2G40750,-2.49,2.19957E-11,2.63048E-09,+Al
AT1G65486,-2.49,9.94755E-06,0.000294396,+Al
AT1G31200,-2.50,2.25192E-06,7.81862E-05,+Al
AT5G59260,-2.50,0.000699731,0.010890029,+Al
AT3G49620,-2.51,0.000311533,0.005588461,+Al
AT5G36870,-2.51,9.9098E-08,5.10467E-06,+Al
AT4G19770,-2.51,1.27269E-05,0.000365542,+Al
AT1G09797,-2.52,8.52556E-07,3.39859E-05,+Al
AT4G36670,-2.57,2.07083E-18,5.64646E-16,+Al
AT3G18450,-2.57,3.35865E-09,2.46181E-07,+Al
AT3G12820,-2.57,1.35421E-12,1.97812E-10,+Al
AT5G52720,-2.58,2.72412E-06,9.25386E-05,+Al
AT3G02620,-2.58,9.5589E-15,1.79339E-12,+Al
AT3G29110,-2.58,0.000707933,0.010967603,+Al
AT5G42600,-2.59,0.000181105,0.003613267,+Al
AT2G25410,-2.60,5.52242E-07,2.33334E-05,+Al
AT1G45015,-2.61,1.70538E-16,3.75E-14,+Al
AT5G57785,-2.67,6.03007E-07,2.49847E-05,+Al
AT3G58060,-2.67,1.84746E-08,1.14487E-06,+Al
AT1G35625,-2.68,9.82608E-07,3.84213E-05,+Al
AT4G10465,-2.76,0.000237214,0.00450304,+Al
AT1G78230,-2.76,1.10917E-06,4.26364E-05,+Al
AT2G24710,-2.79,0.00028229,0.005145127,+Al
AT5G41280,-2.81,1.12897E-16,2.62357E-14,+Al
AT4G27850,-2.82,1.71784E-09,1.35114E-07,+Al
AT4G07820,-2.82,1.21955E-05,0.000352755,+Al
AT4G12545,-2.82,1.9751E-11,2.40422E-09,+Al
AT1G26255,-2.83,0.003208125,0.035752671,+Al
AT1G66930,-2.83,4.36951E-10,3.8024E-08,+Al
AT4G17680,-2.87,1.60539E-07,7.79814E-06,+Al
AT5G24920,-2.87,1.2361E-05,0.000356533,+Al
AT5G52190,-2.89,2.59774E-06,8.86874E-05,+Al
AT1G07680,-2.92,3.99748E-05,0.000981373,+Al
AT3G49700,-2.94,6.12087E-08,3.27675E-06,+Al
AT2G19050,-2.96,0.000135418,0.002814334,+Al
AT5G39160,-2.96,0.000939591,0.013773937,+Al
AT1G29740,-2.98,2.61003E-10,2.41516E-08,+Al
AT4G33720,-3.00,3.8521E-11,4.40086E-09,+Al
AT2G21210,-3.03,3.24076E-09,2.39255E-07,+Al
AT2G45550,-3.04,4.89447E-05,0.001176169,+Al
AT3G15370,-3.07,2.88321E-11,3.36924E-09,+Al
AT1G26250,-3.07,0.000144599,0.002977903,+Al
AT2G34000,-3.07,0.000742191,0.011386206,+Al
AT4G15310,-3.10,3.80207E-05,0.000941311,+Al
AT1G21210,-3.16,1.01688E-10,1.05138E-08,+Al
AT2G28860,-3.18,9.10063E-08,4.74765E-06,+Al
AT5G62420,-3.18,1.25381E-10,1.25688E-08,+Al
AT1G05873,-3.20,0.000540422,0.008806081,+Al
AT4G12170,-3.20,2.65672E-05,0.000691221,+Al
AT3G44703,-3.28,3.5021E-05,0.000877672,+Al
AT3G60470,-3.28,1.12008E-07,5.71215E-06,+Al
AT5G07760,-3.35,0.000113433,0.00241888,+Al
AT4G26050,-3.36,1.21296E-11,1.56006E-09,+Al
AT2G30670,-3.36,1.29963E-10,1.29646E-08,+Al
AT5G23903,-3.38,0.000561625,0.00908641,+Al
AT2G21900,-3.41,1.61784E-05,0.000450134,+Al
AT2G25510,-3.43,7.16126E-07,2.92895E-05,+Al
AT4G12550,-3.44,4.18766E-18,1.11218E-15,+Al
AT5G48430,-3.59,2.68105E-22,1.11893E-19,+Al
AT5G38780,-3.60,6.36072E-11,6.8103E-09,+Al
AT1G44010,-3.77,4.6624E-08,2.60508E-06,+Al
AT5G41290,-3.79,8.56472E-22,3.24349E-19,+Al
AT4G17860,-3.79,4.91336E-06,0.000156022,+Al
AT1G76800,-3.80,4.11163E-21,1.33465E-18,+Al
AT3G46900,-3.81,4.95105E-15,9.64276E-13,+Al
AT2G02580,-3.86,3.72345E-09,2.69062E-07,+Al
AT5G41300,-3.95,8.73772E-17,2.08536E-14,+Al
AT2G19210,-3.95,2.63892E-11,3.11942E-09,+Al
AT5G01900,-3.99,5.75022E-09,3.99973E-07,+Al
AT4G03050,-4.02,9.0162E-08,4.71563E-06,+Al
AT4G22210,-4.09,2.80547E-08,1.66825E-06,+Al
AT4G09780,-4.09,5.8967E-08,3.18641E-06,+Al
AT5G37450,-4.12,7.34612E-14,1.19229E-11,+Al
AT5G38820,-4.21,4.6189E-15,9.08236E-13,+Al
AT3G46190,-4.23,3.45302E-06,0.000114078,+Al
AT1G52130,-4.27,1.58055E-07,7.71414E-06,+Al
AT5G39150,-4.28,8.73625E-08,4.58093E-06,+Al
AT4G19690,-4.40,5.03583E-13,7.57227E-11,+Al
AT2G26400,-4.42,5.9669E-12,8.02783E-10,+Al
AT5G39180,-4.46,2.04151E-06,7.16103E-05,+Al
AT1G33840,-4.46,4.83033E-13,7.31706E-11,+Al
AT2G45360,-4.54,6.21357E-22,2.54135E-19,+Al
AT1G21230,-4.55,1.36429E-06,5.06349E-05,+Al
AT1G50050,-4.79,9.78637E-08,5.05987E-06,+Al
AT1G01580,-4.79,1.13108E-24,7.22833E-22,+Al
AT3G50160,-4.83,1.11363E-06,4.26476E-05,+Al
AT4G19760,-4.84,6.7382E-06,0.000207212,+Al
AT4G31940,-4.87,2.13656E-08,1.30024E-06,+Al
AT3G12230,-4.92,4.86879E-11,5.4408E-09,+Al
AT1G73120,-4.98,1.10699E-14,2.05799E-12,+Al
AT1G34047,-5.31,1.72439E-11,2.1372E-09,+Al
AT3G03670,-5.73,3.92265E-10,3.45768E-08,+Al
AT1G08090,-5.90,2.79462E-19,8.40441E-17,+Al
AT3G59930,-5.92,4.85578E-32,5.22635E-29,+Al
AT1G56160,-5.98,1.0132E-09,8.25493E-08,+Al
AT2G24720,-6.11,2.83376E-05,0.000730168,+Al
AT2G28850,-6.29,1.79431E-12,2.54818E-10,+Al
AT1G52120,-6.82,1.7149E-23,8.34993E-21,+Al
AT2G35990,-6.86,1.21974E-06,4.61065E-05,+Al
AT4G19750,-7.00,5.23947E-16,1.0823E-13,+Al
AT5G65800,-7.10,2.53091E-07,1.1744E-05,+Al
AT1G09790,-7.53,4.09297E-07,1.81171E-05,+Al
AT5G23990,-7.69,7.71324E-24,3.94339E-21,+Al
AT1G05013,-7.74,1.40749E-06,5.15829E-05,+Al
AT1G15610,-7.98,3.71323E-08,2.12111E-06,+Al
AT3G12900,-12.29,2.06136E-14,3.66564E-12,+Al
AT5G33355,-12.30,3.50423E-32,3.98119E-29,+Al
AT1G26390,13.02,2.97897E-42,4.35142E-39,++Fe
AT4G31970,11.73,2.18835E-13,1.68358E-11,++Fe
AT2G30770,9.80,2.0247E-23,6.89468E-21,++Fe
AT1G79680,9.68,2.43892E-17,3.5882E-15,++Fe
AT1G67980,9.40,6.05051E-09,1.97027E-07,++Fe
AT1G26410,9.07,3.42892E-84,3.50607E-80,++Fe
AT2G30750,9.00,3.40569E-35,2.48737E-32,++Fe
AT3G55790,8.97,1.02524E-12,6.85172E-11,++Fe
AT1G26380,8.94,1.69686E-35,1.33464E-32,++Fe
AT1G80165,8.23,3.7166E-11,1.82265E-09,++Fe
AT4G19970,7.83,3.56249E-09,1.20768E-07,++Fe
AT3G16525,7.75,3.12638E-09,1.07093E-07,++Fe
AT5G44990,7.49,1.4748E-16,1.94578E-14,++Fe
AT2G01379,7.47,2.02184E-07,4.71994E-06,++Fe
AT1G04517,7.37,3.07889E-09,1.05999E-07,++Fe
AT2G43510,7.27,9.72548E-40,1.32591E-36,++Fe
AT5G44567,7.27,1.21796E-07,2.99366E-06,++Fe
AT5G38910,6.98,8.62698E-30,4.64268E-27,++Fe
AT2G02930,6.94,1.76203E-10,7.63422E-09,++Fe
AT1G08763,6.93,5.87296E-07,1.25106E-05,++Fe
AT2G34990,6.84,6.953E-07,1.46285E-05,++Fe
AT4G18990,6.79,2.66411E-06,4.91262E-05,++Fe
AT2G23270,6.74,1.40196E-14,1.3335E-12,++Fe
AT2G35980,6.72,4.98317E-35,3.39686E-32,++Fe
AT5G40990,6.69,1.0416E-06,2.10899E-05,++Fe
AT1G55230,6.67,6.46335E-05,0.000803705,++Fe
AT2G39400,6.49,4.25419E-29,2.07139E-26,++Fe
AT5G52390,6.44,7.79618E-12,4.368E-10,++Fe
AT3G24510,6.30,0.000163413,0.001769078,++Fe
AT1G13490,6.16,2.27484E-05,0.000326003,++Fe
AT2G43000,6.16,4.57325E-55,1.87046E-51,++Fe
AT1G71140,6.15,2.89316E-23,9.54275E-21,++Fe
AT3G60120,6.08,0.000280439,0.002771862,++Fe
AT3G23123,6.07,0.000352768,0.00334917,++Fe
AT5G06760,5.96,2.66253E-16,3.38191E-14,++Fe
AT1G51920,5.91,9.69034E-08,2.44138E-06,++Fe
AT1G68620,5.91,1.21445E-33,8.01146E-31,++Fe
AT3G55970,5.90,5.25662E-09,1.72549E-07,++Fe
AT4G04990,5.72,7.85337E-73,5.35338E-69,++Fe
AT5G36970,5.70,4.95401E-13,3.48143E-11,++Fe
AT3G19615,5.69,7.17668E-09,2.3076E-07,++Fe
AT3G48850,5.63,2.57617E-18,4.54161E-16,++Fe
AT2G23830,5.61,4.56162E-11,2.2158E-09,++Fe
AT2G38240,5.61,1.94331E-05,0.000284269,++Fe
AT2G29350,5.60,1.51727E-11,7.99697E-10,++Fe
AT1G14540,5.59,1.5637E-13,1.25402E-11,++Fe
AT1G21850,5.58,0.000390129,0.003644652,++Fe
AT1G08803,5.51,7.51653E-05,0.00091417,++Fe
AT1G26420,5.49,7.04119E-31,4.3634E-28,++Fe
AT3G19270,5.46,5.77027E-08,1.53849E-06,++Fe
AT2G30540,5.37,1.4489E-10,6.31771E-09,++Fe
AT5G66780,5.32,0.008775869,0.044356531,++Fe
AT2G25125,5.28,4.55541E-24,1.66354E-21,++Fe
AT1G02920,5.24,7.14164E-61,3.65116E-57,++Fe
